sequence,hf_prediction,hf_predicted_score
"Lyrics Oh whoa Oh whoa Oh whoa You know you love me, know you care Just shout whenever and will be there You are my love, you are my heart And we will never, ever, ever be apart Are we an item? Girl, quit playing We are just friends, what are you saying? Said, ""There' another"" and look right in my eyes My first love broke my heart for the first time and was like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me 'til you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around and ' like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Luda! When was 13, had my first love There was nobody that compared to my baby And nobody came between us or could ever come above She had me going crazy Oh, was star-struck She woke me up daily, don' need no Starbucks She made my heart pound It skip beat when see her in the street and At school on the playground but really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking but just keep on saying Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (gone, gone, gone) ' gone",0,0.8487932085990906
Hi 2022,1,0.7996803522109985
Drake 😳😳😳,0,0.9909805655479431
lost my Kahoot streak because of this song…,0,0.9923945069313049
twenty million likes WOW,1,0.9969532489776611
Giod,0,0.6188418865203857
😲😲😲,0,0.9942779541015625
Nice songs🎵🎵🎵🎵 😀😃😃😃,1,0.9976761341094971
How many are listening in 2021 december,0,0.58740234375
11 years passed to this masterpiece,1,0.9802103042602539
02:14,0,0.5273705720901489
Good memories :),1,0.9941561818122864
Just checking the dislikes. oh.,0,0.9923494458198547
am DISLIKE button,0,0.9912542104721069
Listening to this after 5 years still masterpiece,1,0.9945211410522461
Dude i am 12 and my voice is deeper,0,0.858838677406311
The waaaoooo part used to give me Goosebumps. It was soo catchy 🔥🔥,1,0.9895064234733582
LOVE You,1,0.9966471791267395
Use my like button as the dislike button 👇,0,0.9073456525802612
In December 2021 😇😇,0,0.7532931566238403
MAN LOOKS 7,1,0.5755865573883057
hood classic idec,0,0.5997678637504578
Fan of Justin Bieber,1,0.988099992275238
Always listening the masterpiece in 23 dec 21 xoxo. Ily,1,0.986301839351654
Legend listening in 2022. . . . . .,1,0.6653704643249512
Wow amazing song think this song is very cool,1,0.997932493686676
big pup of the century,1,0.9588929414749146
😘so lovley song 😘,1,0.9969492554664612
"20 mil likes, this song must be so undisputably good",1,0.983394205570221
Talented,1,0.9957742691040039
belupacito comes close to this song😉😉,1,0.9060417413711548
My favourite singer 😍😘😘😍😘😍😘😍😘😍😘😘😘😍,1,0.9982209205627441
2022😘😘😘,1,0.996910035610199
4.7 million comments 😱,0,0.8841388821601868
So nice ❣️,1,0.998504102230072
Cute voice 😍,1,0.9907439351081848
can' see this song out of my head,1,0.5085177421569824
Song hits like Hitler,0,0.9778436422348022
Congratulations on 20M likes on this song🎉..,1,0.9928684234619141
"""you know you love me know you care"" start to shake my shoulder..",1,0.9909983277320862
New listeners : WOW ! This song has 20 likes . This might have been masterpiece back then 😀 You tube :....... Old listeners:........,1,0.8037093877792358
Who’ watching this legendary song in December 🙈🙈💕,1,0.9249874949455261
No dislikes seems kindof weird but frankly speaking don' even hate this song anymore 😂,1,0.9320310950279236
ncy song,0,0.9927557110786438
My favourite 😍 song sar ji📷📷📷📷📷📷📷📷📷📷📷📺📺📺📺❤️❤️❤️❤️❤️❤️❤️😘❤️😘😘😘😘😘😘😘😎😎😎😎😎😎😎😎😎😎😏😎😏😘😘😘😘😘😘😘😘😘🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️,1,0.9938502907752991
Your video is.,1,0.9283316731452942
Legends watching in ending year of 2021,1,0.6218391060829163
miss this hairstyle 😭,0,0.9929219484329224
Drake 2:03,1,0.7463451623916626
The purple supras,0,0.5757480263710022
It never gets old Still my favorite #LoveUjustin,1,0.9967191219329834
heard this song more than 9 years,1,0.7006185054779053
Hmmmmmmm why dose this give me disney show vibes,1,0.6406120657920837
There is no most disliked video,1,0.6032755970954895
"·This is music ·this is justin bieber ·this are lyrics Not that weird trap or that bieber saying bad words or speaking about drugs, why nobody see that? You see the diference? You see the change?",1,0.5404889583587646
OMG TURN THIS BULL SHIT OFF,0,0.9879345297813416
asco,0,0.5242772698402405
"December 23, 2021👐🏻",1,0.9915603399276733
"Evergreen Song 🎶 we can say that this was justin’ era, At that time justin was ruling ♥️ this song never gets old✨",1,0.99560546875
😊❤️❤️😊😘😉☺️December,1,0.9972479343414307
Why am just now noticing drake,0,0.6592296361923218
was today’ years old when found out Drake was in this music video,1,0.5110681056976318
Bruh 😎 really nigga what fuck is this bruh do this in 2021,0,0.9928376078605652
I Am going to need chemotherapy after this diarrhea of video,0,0.9939663410186768
This gives me trauma,0,0.9942269921302795
Its DECEMBER 2021 let' see how many legends watching this masterpiece,1,0.9335786700248718
Oml This vid has 20M dislikes LOL,0,0.997387170791626
Vibe this song at 00:00 is my passion,1,0.983445405960083
Things were way cooler back then..,1,0.9885528683662415
..........................,0,0.5183519721031189
OH GOD,0,0.9801130890846252
don’ why people think he was annoying when he was younger he had an amazing voice,1,0.5271210074424744
don’ like this song for me hate this song that’ my opinion,0,0.9951126575469971
can after meeeeee bodyÿ,0,0.5014119148254395
Old but gold ✊🏻🔥❤️,1,0.9979278445243835
Bro Justin say la ilaha ilalah muhamaden rasululah will be 🏆win sure because have more friend and they will be what are that is why am saying will win if allah loves you means you win,1,0.9935624003410339
Holy shit he made it 0 dislikes,1,0.6546921133995056
wow this really hits different withouth the dislikes now,1,0.8934240341186523
Love for this song ❤️,1,0.9976301193237305
We can’ see the dislikes 👎 anymore why @youtube,0,0.9850500226020813
Trilean song baby,1,0.8159480094909668
"This just adds to rape culture honestly. Guys, learn to take no for an answer.",0,0.9926931262016296
Nostalgia ain’ going to forget this baby forever! It’ like 11 years old still there is really big space for this song in my heart ♥️ anyone here at 2022?? 😝😝❤️,1,0.99034184217453
MrMask here👋 am welcome?,1,0.9859225749969482
Wow this song come out when was in first grade,1,0.9168835282325745
Sorry what,0,0.9878512024879456
This was the time when every teenager wants to have Justin' hairstyle.,1,0.8655046820640564
Who here enjoys bowling?,1,0.8495192527770996
This song is Bad =_= cringe,0,0.997314453125
My ears : Listening to the music My lips : singing along the song My eyes : seeing comments My heads : scrolling down My legs : moving in perfect sync with the song My mind : recalling old memories Yes am love with this SONG ♡,1,0.9969506859779358
this friggin 10 year old justin bieber,0,0.9738619327545166
always will love this song lol,1,0.9934475421905518
Love song 😘,1,0.9876367449760437
Childhood memories one of the best of all time 💔,1,0.8905291557312012
Congratulations 20 million likes,1,0.9953104853630066
This song is trending now too amazing!,1,0.9894755482673645
Justin bieber is probably happy about the youtube update,1,0.9922444224357605
"""Stop Asking Who Is Still Watching. We Never Stop Listening""",0,0.6889286637306213
20M likes😳.,0,0.8385943174362183
"Oh no, oh no, oh … They say that hate has been sent So let loose the talk of love Before they outlaw the kiss Baby, give me one last hug … There' dream that 've been chasing Want so badly for it to be reality … And when you hold my hand Then understand that it' meant to be Because baby, when you are with me … It' like an angel came by and took me to heaven Like you took me to heaven, girl Because when stare in your eyes, it couldn' be better don' want you to go, oh no, so … Let the music blast, we gon' do our dance Bring the doubters on, they don' matter at all Because this life' too long and this love' too strong So baby, know for sure that will never let you go … got my favourite girl Not feeling no pain, no fear Don' have care in the world Why would when you are here? … There' moment 've been chasing And finally caught it out on this floor Baby, there' no hesitation No reservation by taking chance and more Oh no, because … It' like an angel came by and took me to heaven Like you took me to heaven, girl Because when stare in your eyes, it couldn' be better don' want you to go, oh no, so … Let the music blast, we gon' do our dance Bring the doubters on, they don' matter at all Because this life' too long and this love' too strong So baby, know for sure that will never let you go … It' like an angel came by and took me to heaven Like you took me to heaven, girl Because when stare in your eyes, it couldn' be better don' want you to go, oh no, so … Take my hand, let' just dance Watch my feet, follow me Don' be scared, girl, ' here If you didn' know, this is love … Let the music blast, we gon' do our dance Bring the doubters on, they don' matter at all Because this life' too long and this love' too strong So baby, know for sure that will never let you go … So don' fear, don' you worry 'bout thing am here, right here ( will never let you go) Don' she would tear Whenever you need me, will be here ( will never let you go) … Oh no, oh no, oh will never let you go Oh no, oh no, oh will never let you go",0,0.5861864686012268
2🤩.🤩🤩🤩.🤩🤩🤩 likes,1,0.9926973581314087
Congratulations for 20M likes 👍,1,0.9915207028388977
20 Million likes 🔥,0,0.7953025102615356
11 years still in my heart.,1,0.8659960031509399
😃🥰🇧🇷,1,0.6236960887908936
but the video of the moment is very expensive but very sad Bendjy ft Nicky Heart BREAK 👇👇👇👇 LEA production,0,0.9945278763771057
Favorite song 😍💙💙❤️😍 since 2010,1,0.9975471496582031
Greetings from 2021,1,0.9739960432052612
Please tell me wasn' the only one who used to obsess over him because my 8yr old self thought he was cute,1,0.8427342772483826
The best videos,1,0.9875690937042236
11 years but still comment section is active,1,0.5431088805198669
This song never gets old 🥵🥺 Still favorite 💫 Hope to enjoy this on 2050 as well 🌝💆🏼‍♂️,1,0.9978140592575073
This song never gets old,1,0.9869818687438965
Love jb♥️♥️♥️♥️💘💘💘💘💘💘💘😍😍😍😍😘😘😘😘🥰💋💋💋💋💋💋💯💯💯💯💯💯👌👌✌️✌️✌️✌️✌️💞💗💕💗💖💝❣️😄😃😀,1,0.9980067610740662
No hates,1,0.9349198937416077
How many dislike this song any idea?,0,0.9878182411193848
my mom and study playing this song over and over,1,0.9325318336486816
"Hello, am Bangladeshi...listening to this song..still it hits in our heart it' like an earworm, just can' forget... 22 December, 2021 Love from Bangladesh 💕💕💕",1,0.9876292943954468
1:13 is he DRAKEEEE?,0,0.9590113759040833
If you are listening after 12 years later that you are legend,1,0.9867120981216431
Almost it' the end of 2021 and miss my childhood ❤️,1,0.9822754263877869
3:40 Love this part,1,0.9975060820579529
When heard this song was in 2 nd class now ' 12 pass out now also this song is giving the same vibe as earlier,1,0.7665724754333496
Iam From 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🥰,0,0.6635624766349792
End of 2021🥺🥺 But my memories 🇮🇳🇦🇺,0,0.937401294708252
Who all saw Drake there ?,0,0.5417144894599915
Listening to this song in 2021,1,0.6852079629898071
👌👌❤️❤️❤️🥰🥰🥰Bast song,1,0.9976826310157776
coming 2022 <3,1,0.9961212277412415
Ggsdsd,0,0.5902655720710754
love your videos!,1,0.9979081153869629
Justin know hate you are wife but still fan,1,0.940864086151123
Massive ❤❤❤❤💃💃💃💃💃,1,0.9981303215026855
Just want to say this song has the most dislikes on YouTube,0,0.9937983751296997
My favorite English song since 10 years 🤩🤘🔥,1,0.7923576831817627
First listened this song in my 7th standard. Now ' here after 10 years...feeling nostalgic 😍🥰😘🤘❤🔥,1,0.9939141869544983
Wow really you look kid in 2010 also 2021 you looks handsome 😍,1,0.9963396191596985
"damn, 19 million likes. this song must be really loved 😍",1,0.989789605140686
you are lying if never had this song stuck in you are head 😔✊,0,0.6930190920829773
Who’ watching on 2021,1,0.5272996425628662
Still love this song ❤️,1,0.9971165657043457
