sequence,label
two thousand twenty-two year whatch song faceblowingakiss,0
happy new year keep thing justin,1
great song addictive,1
first day two thousand twenty-two,1
song timeless listening two thousand twenty-two,1
youtube removed dislike button,0
let see many people listening masterpiece,1
good luck day,1
listening 2022thumbsupmediumlightskintone,1
bigit fam,1
january two thousand twenty-two let see many legends listening masterpiece,1
big fam,1
favourite song always play,1
song never gets old two thousand twenty-two new even bit good bat like grinningface,1
happy new year two thousand twenty-two,1
hisignofthehornssignofthehornssignofthehornssignofthehornssignofthehornsthumbsupokhandsmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandsupsidedownfaceslightlysmilingfacegrinningfacegrinningfacewithbigeyesgrinningfacewithsmilingeyes,1
two thousand twenty-two song still masterpiece,1
smilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithhearts,0
smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesredheartredhearthundredpointshundredpoints,1
saw drake video,1
cool,1
first day two thousand twenty-two people already started comment song never gets old sounds good two thousand twenty-two one listening two thousand twenty-two still listening song two thousand twenty-one legend two thousand twenty-two stop cringe bro,1
one hundred forty love dance boys vs girls,1
two thousand twenty-two anyone,1
love boy,1
two thousand twenty-two happy new year,1
two thousand twenty-two gang woozyface,0
anyone two thousand twenty-two,0
smilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandssmilingfacewithopenhandsredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheart,1
hello loveredheartredheart,1
justin bieber jamet bieber,0
two thousand twenty-two miss,0
future generations video twelve million dislikessmilingfacewithsmilingeyes,0
justin must happy see like vs dislike,1
listening two thousand twenty-two legend,1
love much heartexclamationsmilingfacewithhearteyes,1
get head,0
two thousand twenty-two,1
remember kid everything justin bieber notebooks everything,1
two thousand twenty-two feel vibe smilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglasses,1
dude leave girl alone like,0
bowling okhandmediumskintone,1
wrong song like song shot got twelve million dislikesrollingonthefloorlaughing,0
two thousand twenty-two goes justin concert going poland,1
let see many people watching masterpiece 1st january 2022redheartthumbsup,1
see dislikes anymore help,1
two thousand twenty-two go,1
song greater stay song two thousand twenty-one good thumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsup,1
never ever ever ever see many dislikes song,0
aqsa,1
many people come listening masterpiece january one two thousand twenty-two,1
one january 2022victoryhand,1
two thousand twenty-two year shine real,1
dislike showing,0
song much man always search song bored,0
justine baber,1
many listen two thousand twenty-two,1
one hundred fourteen wtf drake grinningface,0
two thousand twenty-two present please,1
let see many legends in2022grinningfacewithsweatfacewithtearsofjoyrollingonthefloorlaughing,1
addicted song,1
let see much people watch song january two thousand twenty-two downarrow,1
whether like justin bieber think agree song nostalgic hell,1
two thousand twenty-two,1
favorite song love justin,1
know saw video years passed also refreshing,1
two thousand twenty-two srilanka fire,0
"one million , twelve thousand twenty-two",1
eleven years ago,0
two thousand twenty-two still fan,1
let tell 14m dislikes videothank later,0
starting two thousand twenty-two masterpiece,1
two thousand twenty-two victoryhand happy new year everyone redheart,1
please type two thousand twenty-one two thousand twenty-two come back collapse,0
january 2022smilingfacewithhearteyes,1
talented singer dominated music musicalnotes industry love india,1
1st january two thousand twenty-two,1
legends watching 2022smilingfacewithsunglassessmilingfacewithsunglasses,1
first day straight amazing song happy 2022foldedhandssmilingfacewithhearteyesstarstruckmusicalnotes,1
lasting song two thousand twenty-two,1
one watching 2022starstruck,0
india 1st january two thousand twenty-two balloonballoonballoonballoon new year eve bullseyebullseyebullseyebullseyeballoonballoonballoon babie babie babie,1
would prob get restraining order,0
hearing song two thousand twenty-two,0
anyone else randomly come back song every,1
fuck song ow,0
favorite things baby song love song smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacerollingonthefloorlaughingrelievedfacerelievedfacerelievedface,1
two thousand twenty-two still playing,1
bangladeshbangladeshbangladeshbangladeshbangladeshbangladeshbangladeshloveyougestureloveyougestureloveyougestureloveyougesture,0
drake one hundred fourteen,0
else listening master piece two thousand twenty-two,1
love india,1
like song still two thousand twenty-two many songs came,1
seeing song two thousand twenty-two,1
happy new year welcome two thousand twenty-two,1
legends still listening two thousand twenty-two hit huge likethumbsup,1
kon two thousand twenty-two sun rha like kre,1
two thousand twenty-two also,1
"listening song 31st night decemver two thousand twenty-one song made awesome childhood specially born one thousand , nine hundred ninety-four two thousand three",1
aaaaahhhh song makes feel old loudlycryingfaceloudlycryingface,0
goneredheart,1
cute,1
message goes heavens may always miss wings still need time grow gone gone mean forgotten mean children either love sis forever died know time brand new wings,1
cute dutyfullllllllllllll,1
listening 1st january 2022winkingface,1
fun facteveryone loves song become fifteen,1
new year two thousand twenty-two let see many legends listening masterpiece snowmanredheart,1
happy new year two thousand twenty-two,1
crazy shit,0
daily song xd,1
baby justin loudlycryingfacesparklingheart,1
watching 2022backhandindexpointingdownsmilingfacewithsunglasses,1
one listing song 2022thumbsupthumbsup,1
first saw song two thousand ten watching ten years,1
remind thirteen yr old dreaming,1
banger tune hundredpointsthumbsup,1
lovee song,1
anyone 1st january two thousand twenty-two,0
two thousand twenty-two still listening happy new year redheart,1
else feels nostalgic listening,1
currently one thousand twenty-four almost new years listening aaa jdhehs,1
imagine felt made song sixteen years old,1
love bangladesh heartsuitheartsuitheartsuitheartsuit,1
telugu guy listening song,1
guys welcome dislikes removed facewithtearsofjoy,0
crazy many people come back everydaythis song legendary,1
one st january two thousand twenty-two still old,1
ha love song,1
fire video,0
still listening song two thousand twenty-two,1
two thousand twenty-two still listen song,1
hello two thousand twenty-two,1
listing 1st jan two thousand twenty-two,1
drake one hundred fourteen,0
wotch masterpiece 2022relievedface,1
still two thousand twenty-two,0
watching two thousand twenty-two,1
happy new year beatingheart,1
new year song never getting oldergrowingheart,1
anyone watching two thousand twenty-two,0
watching two thousand twenty-two beatingheart,1
always listen song,1
two thousand twenty-two still favourite men,1
love song beatingheart,1
thumbsupthumbsupthumbsupthumbsupthumbsupthumbsupcallmehandcallmehandcallmehandloveyougestureloveyougesture,1
jan one two thousand twenty-two masterpiece,1
2022how many peoples listening masterpiece nauseatedfacenauseatedface,1
01012022smilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,1
"one million , twelve thousand twenty-two firefiresmilingfacewithhearteyes",0
new year heartexclamationpartyingface two thousand twenty-two let see many listen masterpiece song eyesredheart,1
two thousand twenty-two,0
one watching song two thousand twenty-two,1
voice amazing justin bieber two thousand twenty-two happy new year guys kissingfacewithsmilingeyesfaceblowingakiss,1
